Units,Year,Location,Provider,Funding
0,2023-24,Pembrokeshire,Barcud Cyfyngedig,Capital Grant Funded
0,2023-24,Pembrokeshire,Barcud Cyfyngedig,Non-Capital Grant Funded
84,2023-24,Carmarthenshire,Carmarthenshire,Total
20,2023-24,Carmarthenshire,Carmarthenshire,Capital Grant Funded
64,2023-24,Carmarthenshire,Carmarthenshire,Non-Capital Grant Funded
81,2023-24,Carmarthenshire,Registered Social Landlords,Total
81,2023-24,Carmarthenshire,Registered Social Landlords,Capital Grant Funded
0,2023-24,Carmarthenshire,Registered Social Landlords,Non-Capital Grant Funded
0,2023-24,Carmarthenshire,Aelwyd Housing Association,Total
0,2023-24,Carmarthenshire,Aelwyd Housing Association,Capital Grant Funded
0,2023-24,Carmarthenshire,Aelwyd Housing Association,Non-Capital Grant Funded
22,2023-24,Carmarthenshire,Bro Myrddin Housing Association,Total
22,2023-24,Carmarthenshire,Bro Myrddin Housing Association,Capital Grant Funded
0,2023-24,Carmarthenshire,Bro Myrddin Housing Association,Non-Capital Grant Funded
0,2023-24,Carmarthenshire,Stori Cymru,Total
0,2023-24,Carmarthenshire,Stori Cymru,Capital Grant Funded
0,2023-24,Carmarthenshire,Stori Cymru,Non-Capital Grant Funded
0,2023-24,Carmarthenshire,Caredig,Total
0,2023-24,Carmarthenshire,Caredig,Capital Grant Funded
0,2023-24,Carmarthenshire,Caredig,Non-Capital Grant Funded
0,2023-24,Carmarthenshire,First Choice Housing Association,Total
0,2023-24,Carmarthenshire,First Choice Housing Association,Capital Grant Funded
0,2023-24,Carmarthenshire,First Choice Housing Association,Non-Capital Grant Funded
45,2023-24,Carmarthenshire,Wales and West Housing,Total
45,2023-24,Carmarthenshire,Wales and West Housing,Capital Grant Funded
0,2023-24,Carmarthenshire,Wales and West Housing,Non-Capital Grant Funded
0,2023-24,Carmarthenshire,Barcud Cyfyngedig,Total
0,2023-24,Carmarthenshire,Barcud Cyfyngedig,Capital Grant Funded
0,2023-24,Carmarthenshire,Barcud Cyfyngedig,Non-Capital Grant Funded
14,2023-24,Carmarthenshire,Pobl Group,Total
14,2023-24,Carmarthenshire,Pobl Group,Capital Grant Funded
0,2023-24,Carmarthenshire,Pobl Group,Non-Capital Grant Funded
43,2023-24,Swansea,Swansea,Total
40,2023-24,Swansea,Swansea,Capital Grant Funded
3,2023-24,Swansea,Swansea,Non-Capital Grant Funded
207,2023-24,Swansea,Registered Social Landlords,Total
162,2023-24,Swansea,Registered Social Landlords,Capital Grant Funded
45,2023-24,Swansea,Registered Social Landlords,Non-Capital Grant Funded
31,2023-24,Swansea,Caredig,Total
17,2023-24,Swansea,Caredig,Capital Grant Funded
14,2023-24,Swansea,Caredig,Non-Capital Grant Funded
12,2023-24,Swansea,First Choice Housing Association,Total
12,2023-24,Swansea,First Choice Housing Association,Capital Grant Funded
0,2023-24,Swansea,First Choice Housing Association,Non-Capital Grant Funded
0,2023-24,Swansea,Linc Cymru,Total
0,2023-24,Swansea,Linc Cymru,Capital Grant Funded
0,2023-24,Swansea,Linc Cymru,Non-Capital Grant Funded
0,2023-24,Swansea,Wales and West Housing,Total
0,2023-24,Swansea,Wales and West Housing,Capital Grant Funded
0,2023-24,Swansea,Wales and West Housing,Non-Capital Grant Funded
43,2023-24,Swansea,Beacon Cymru,Total
12,2023-24,Swansea,Beacon Cymru,Capital Grant Funded
31,2023-24,Swansea,Beacon Cymru,Non-Capital Grant Funded
121,2023-24,Swansea,Pobl Group,Total
121,2023-24,Swansea,Pobl Group,Capital Grant Funded
0,2023-24,Swansea,Pobl Group,Non-Capital Grant Funded
0,2023-24,Neath Port Talbot,Neath Port Talbot,Total
0,2023-24,Neath Port Talbot,Neath Port Talbot,Capital Grant Funded
0,2023-24,Neath Port Talbot,Neath Port Talbot,Non-Capital Grant Funded
96,2023-24,Neath Port Talbot,Registered Social Landlords,Total
95,2023-24,Neath Port Talbot,Registered Social Landlords,Capital Grant Funded
1,2023-24,Neath Port Talbot,Registered Social Landlords,Non-Capital Grant Funded
0,2023-24,Neath Port Talbot,Aelwyd Housing Association,Total
0,2023-24,Neath Port Talbot,Aelwyd Housing Association,Capital Grant Funded
0,2023-24,Neath Port Talbot,Aelwyd Housing Association,Non-Capital Grant Funded
0,2023-24,Neath Port Talbot,Stori Cymru,Total
0,2023-24,Neath Port Talbot,Stori Cymru,Capital Grant Funded
0,2023-24,Neath Port Talbot,Stori Cymru,Non-Capital Grant Funded
1,2023-24,Neath Port Talbot,Caredig,Total
1,2023-24,Neath Port Talbot,Caredig,Capital Grant Funded
0,2023-24,Neath Port Talbot,Caredig,Non-Capital Grant Funded
4,2023-24,Neath Port Talbot,First Choice Housing Association,Total
4,2023-24,Neath Port Talbot,First Choice Housing Association,Capital Grant Funded
0,2023-24,Neath Port Talbot,First Choice Housing Association,Non-Capital Grant Funded
33,2023-24,Neath Port Talbot,Linc Cymru,Total
33,2023-24,Neath Port Talbot,Linc Cymru,Capital Grant Funded
0,2023-24,Neath Port Talbot,Linc Cymru,Non-Capital Grant Funded
0,2023-24,Neath Port Talbot,United Welsh Housing Association,Total
0,2023-24,Neath Port Talbot,United Welsh Housing Association,Capital Grant Funded
0,2023-24,Neath Port Talbot,United Welsh Housing Association,Non-Capital Grant Funded
7,2023-24,Neath Port Talbot,Beacon Cymru,Total
7,2023-24,Neath Port Talbot,Beacon Cymru,Capital Grant Funded
0,2023-24,Neath Port Talbot,Beacon Cymru,Non-Capital Grant Funded
50,2023-24,Neath Port Talbot,Tai Tarian,Total
49,2023-24,Neath Port Talbot,Tai Tarian,Capital Grant Funded
1,2023-24,Neath Port Talbot,Tai Tarian,Non-Capital Grant Funded
1,2023-24,Neath Port Talbot,Pobl Group,Total
1,2023-24,Neath Port Talbot,Pobl Group,Capital Grant Funded
0,2023-24,Neath Port Talbot,Pobl Group,Non-Capital Grant Funded
0,2023-24,Bridgend,Bridgend,Total
0,2023-24,Bridgend,Bridgend,Capital Grant Funded
0,2023-24,Bridgend,Bridgend,Non-Capital Grant Funded
59,2023-24,Bridgend,Registered Social Landlords,Total
57,2023-24,Bridgend,Registered Social Landlords,Capital Grant Funded
2,2023-24,Bridgend,Registered Social Landlords,Non-Capital Grant Funded
0,2023-24,Bridgend,First Choice Housing Association,Total
0,2023-24,Bridgend,First Choice Housing Association,Capital Grant Funded
0,2023-24,Bridgend,First Choice Housing Association,Non-Capital Grant Funded
4,2023-24,Bridgend,Linc Cymru,Total
4,2023-24,Bridgend,Linc Cymru,Capital Grant Funded
0,2023-24,Bridgend,Linc Cymru,Non-Capital Grant Funded
10,2023-24,Bridgend,Hafod Housing Association,Total
10,2023-24,Bridgend,Hafod Housing Association,Capital Grant Funded
0,2023-24,Bridgend,Hafod Housing Association,Non-Capital Grant Funded
0,2023-24,Bridgend,United Welsh Housing Association,Total
0,2023-24,Bridgend,United Welsh Housing Association,Capital Grant Funded
0,2023-24,Bridgend,United Welsh Housing Association,Non-Capital Grant Funded
2,2023-24,Bridgend,Wales and West Housing,Total
0,2023-24,Bridgend,Wales and West Housing,Capital Grant Funded
2,2023-24,Bridgend,Wales and West Housing,Non-Capital Grant Funded
43,2023-24,Bridgend,Valleys to Coast Housing,Total
43,2023-24,Bridgend,Valleys to Coast Housing,Capital Grant Funded
0,2023-24,Bridgend,Valleys to Coast Housing,Non-Capital Grant Funded
51,2023-24,Vale of Glamorgan,Vale of Glamorgan,Total
51,2023-24,Vale of Glamorgan,Vale of Glamorgan,Capital Grant Funded
0,2023-24,Vale of Glamorgan,Vale of Glamorgan,Non-Capital Grant Funded
197,2023-24,Vale of Glamorgan,Registered Social Landlords,Total
91,2023-24,Vale of Glamorgan,Registered Social Landlords,Capital Grant Funded
106,2023-24,Vale of Glamorgan,Registered Social Landlords,Non-Capital Grant Funded
3,2023-24,Vale of Glamorgan,First Choice Housing Association,Total
3,2023-24,Vale of Glamorgan,First Choice Housing Association,Capital Grant Funded
0,2023-24,Vale of Glamorgan,First Choice Housing Association,Non-Capital Grant Funded
24,2023-24,Vale of Glamorgan,Hafod Housing Association,Total
2,2023-24,Vale of Glamorgan,Hafod Housing Association,Capital Grant Funded
22,2023-24,Vale of Glamorgan,Hafod Housing Association,Non-Capital Grant Funded
93,2023-24,Vale of Glamorgan,Newydd Housing Association,Total
42,2023-24,Vale of Glamorgan,Newydd Housing Association,Capital Grant Funded
51,2023-24,Vale of Glamorgan,Newydd Housing Association,Non-Capital Grant Funded
35,2023-24,Vale of Glamorgan,United Welsh Housing Association,Total
35,2023-24,Vale of Glamorgan,United Welsh Housing Association,Capital Grant Funded
0,2023-24,Vale of Glamorgan,United Welsh Housing Association,Non-Capital Grant Funded
42,2023-24,Vale of Glamorgan,Wales and West Housing,Total
9,2023-24,Vale of Glamorgan,Wales and West Housing,Capital Grant Funded
33,2023-24,Vale of Glamorgan,Wales and West Housing,Non-Capital Grant Funded
302,2023-24,Cardiff,Cardiff,Total
266,2023-24,Cardiff,Cardiff,Capital Grant Funded
36,2023-24,Cardiff,Cardiff,Non-Capital Grant Funded
334,2023-24,Cardiff,Registered Social Landlords,Total
249,2023-24,Cardiff,Registered Social Landlords,Capital Grant Funded
85,2023-24,Cardiff,Registered Social Landlords,Non-Capital Grant Funded
0,2023-24,Cardiff,Aelwyd Housing Association,Total
0,2023-24,Cardiff,Aelwyd Housing Association,Capital Grant Funded
0,2023-24,Cardiff,Aelwyd Housing Association,Non-Capital Grant Funded
44,2023-24,Cardiff,Cadwyn Housing Association,Total
44,2023-24,Cardiff,Cadwyn Housing Association,Capital Grant Funded
0,2023-24,Cardiff,Cadwyn Housing Association,Non-Capital Grant Funded
26,2023-24,Cardiff,Cardiff Community Housing Association,Total
11,2023-24,Cardiff,Cardiff Community Housing Association,Capital Grant Funded
15,2023-24,Cardiff,Cardiff Community Housing Association,Non-Capital Grant Funded
0,2023-24,Cardiff,Cardiff YMCA Housing Association,Total
0,2023-24,Cardiff,Cardiff YMCA Housing Association,Capital Grant Funded
0,2023-24,Cardiff,Cardiff YMCA Housing Association,Non-Capital Grant Funded
0,2023-24,Cardiff,First Choice Housing Association,Total
0,2023-24,Cardiff,First Choice Housing Association,Capital Grant Funded
0,2023-24,Cardiff,First Choice Housing Association,Non-Capital Grant Funded
45,2023-24,Cardiff,Linc Cymru,Total
28,2023-24,Cardiff,Linc Cymru,Capital Grant Funded
17,2023-24,Cardiff,Linc Cymru,Non-Capital Grant Funded
22,2023-24,Cardiff,Hafod Housing Association,Total
22,2023-24,Cardiff,Hafod Housing Association,Capital Grant Funded
0,2023-24,Cardiff,Hafod Housing Association,Non-Capital Grant Funded
24,2023-24,Cardiff,Taff Housing Association,Total
24,2023-24,Cardiff,Taff Housing Association,Capital Grant Funded
0,2023-24,Cardiff,Taff Housing Association,Non-Capital Grant Funded
110,2023-24,Cardiff,United Welsh Housing Association,Total
62,2023-24,Cardiff,United Welsh Housing Association,Capital Grant Funded
48,2023-24,Cardiff,United Welsh Housing Association,Non-Capital Grant Funded
63,2023-24,Cardiff,Wales and West Housing,Total
58,2023-24,Cardiff,Wales and West Housing,Capital Grant Funded
5,2023-24,Cardiff,Wales and West Housing,Non-Capital Grant Funded
0,2023-24,Cardiff,Trivallis,Total
0,2023-24,Cardiff,Trivallis,Capital Grant Funded
0,2023-24,Cardiff,Trivallis,Non-Capital Grant Funded
16,2023-24,Rhondda Cynon Taf,Rhondda Cynon Taf,Total
0,2023-24,Rhondda Cynon Taf,Rhondda Cynon Taf,Capital Grant Funded
16,2023-24,Rhondda Cynon Taf,Rhondda Cynon Taf,Non-Capital Grant Funded
83,2023-24,Rhondda Cynon Taf,Registered Social Landlords,Total
69,2023-24,Rhondda Cynon Taf,Registered Social Landlords,Capital Grant Funded
14,2023-24,Rhondda Cynon Taf,Registered Social Landlords,Non-Capital Grant Funded
0,2023-24,Rhondda Cynon Taf,Aelwyd Housing Association,Total
0,2023-24,Rhondda Cynon Taf,Aelwyd Housing Association,Capital Grant Funded
0,2023-24,Rhondda Cynon Taf,Aelwyd Housing Association,Non-Capital Grant Funded
0,2023-24,Rhondda Cynon Taf,Stori Cymru,Total
0,2023-24,Rhondda Cynon Taf,Stori Cymru,Capital Grant Funded
0,2023-24,Rhondda Cynon Taf,Stori Cymru,Non-Capital Grant Funded
0,2023-24,Rhondda Cynon Taf,First Choice Housing Association,Total
0,2023-24,Rhondda Cynon Taf,First Choice Housing Association,Capital Grant Funded
0,2023-24,Rhondda Cynon Taf,First Choice Housing Association,Non-Capital Grant Funded
0,2023-24,Rhondda Cynon Taf,Linc Cymru,Total
0,2023-24,Rhondda Cynon Taf,Linc Cymru,Capital Grant Funded
0,2023-24,Rhondda Cynon Taf,Linc Cymru,Non-Capital Grant Funded
41,2023-24,Rhondda Cynon Taf,Hafod Housing Association,Total
35,2023-24,Rhondda Cynon Taf,Hafod Housing Association,Capital Grant Funded
6,2023-24,Rhondda Cynon Taf,Hafod Housing Association,Non-Capital Grant Funded
24,2023-24,Rhondda Cynon Taf,Newydd Housing Association,Total
18,2023-24,Rhondda Cynon Taf,Newydd Housing Association,Capital Grant Funded
6,2023-24,Rhondda Cynon Taf,Newydd Housing Association,Non-Capital Grant Funded
1,2023-24,Rhondda Cynon Taf,Rhondda Housing Association,Total
1,2023-24,Rhondda Cynon Taf,Rhondda Housing Association,Capital Grant Funded
0,2023-24,Rhondda Cynon Taf,Rhondda Housing Association,Non-Capital Grant Funded
0,2023-24,Rhondda Cynon Taf,United Welsh Housing Association,Total
0,2023-24,Rhondda Cynon Taf,United Welsh Housing Association,Capital Grant Funded
0,2023-24,Rhondda Cynon Taf,United Welsh Housing Association,Non-Capital Grant Funded
0,2023-24,Rhondda Cynon Taf,Wales and West Housing,Total
0,2023-24,Rhondda Cynon Taf,Wales and West Housing,Capital Grant Funded
0,2023-24,Rhondda Cynon Taf,Wales and West Housing,Non-Capital Grant Funded
11,2023-24,Rhondda Cynon Taf,Trivallis,Total
10,2023-24,Rhondda Cynon Taf,Trivallis,Capital Grant Funded
1,2023-24,Rhondda Cynon Taf,Trivallis,Non-Capital Grant Funded
6,2023-24,Rhondda Cynon Taf,Cynon-Taf Community Housing Group,Total
5,2023-24,Rhondda Cynon Taf,Cynon-Taf Community Housing Group,Capital Grant Funded
1,2023-24,Rhondda Cynon Taf,Cynon-Taf Community Housing Group,Non-Capital Grant Funded
0,2023-24,Merthyr Tydfil,Merthyr Tydfil,Total
0,2023-24,Merthyr Tydfil,Merthyr Tydfil,Capital Grant Funded
0,2023-24,Merthyr Tydfil,Merthyr Tydfil,Non-Capital Grant Funded
42,2023-24,Merthyr Tydfil,Registered Social Landlords,Total
42,2023-24,Merthyr Tydfil,Registered Social Landlords,Capital Grant Funded
0,2023-24,Merthyr Tydfil,Registered Social Landlords,Non-Capital Grant Funded
0,2023-24,Merthyr Tydfil,Aelwyd Housing Association,Total
0,2023-24,Merthyr Tydfil,Aelwyd Housing Association,Capital Grant Funded
0,2023-24,Merthyr Tydfil,Aelwyd Housing Association,Non-Capital Grant Funded
0,2023-24,Merthyr Tydfil,Hafod Housing Association,Total
0,2023-24,Merthyr Tydfil,Hafod Housing Association,Capital Grant Funded
0,2023-24,Merthyr Tydfil,Hafod Housing Association,Non-Capital Grant Funded
22,2023-24,Merthyr Tydfil,Merthyr Tydfil Housing Association,Total
22,2023-24,Merthyr Tydfil,Merthyr Tydfil Housing Association,Capital Grant Funded
0,2023-24,Merthyr Tydfil,Merthyr Tydfil Housing Association,Non-Capital Grant Funded
0,2023-24,Merthyr Tydfil,United Welsh Housing Association,Total
0,2023-24,Merthyr Tydfil,United Welsh Housing Association,Capital Grant Funded
0,2023-24,Merthyr Tydfil,United Welsh Housing Association,Non-Capital Grant Funded
3,2023-24,Merthyr Tydfil,Wales and West Housing,Total
3,2023-24,Merthyr Tydfil,Wales and West Housing,Capital Grant Funded
0,2023-24,Merthyr Tydfil,Wales and West Housing,Non-Capital Grant Funded
17,2023-24,Merthyr Tydfil,Merthyr Valleys Homes,Total
17,2023-24,Merthyr Tydfil,Merthyr Valleys Homes,Capital Grant Funded
0,2023-24,Merthyr Tydfil,Merthyr Valleys Homes,Non-Capital Grant Funded
9,2023-24,Caerphilly,Caerphilly,Total
0,2023-24,Caerphilly,Caerphilly,Capital Grant Funded
9,2023-24,Caerphilly,Caerphilly,Non-Capital Grant Funded
148,2023-24,Caerphilly,Registered Social Landlords,Total
119,2023-24,Caerphilly,Registered Social Landlords,Capital Grant Funded
29,2023-24,Caerphilly,Registered Social Landlords,Non-Capital Grant Funded
0,2023-24,Caerphilly,Aelwyd Housing Association,Total
0,2023-24,Caerphilly,Aelwyd Housing Association,Capital Grant Funded
0,2023-24,Caerphilly,Aelwyd Housing Association,Non-Capital Grant Funded
0,2023-24,Caerphilly,Cadwyn Housing Association,Total
0,2023-24,Caerphilly,Cadwyn Housing Association,Capital Grant Funded
0,2023-24,Caerphilly,Cadwyn Housing Association,Non-Capital Grant Funded
0,2023-24,Caerphilly,First Choice Housing Association,Total
0,2023-24,Caerphilly,First Choice Housing Association,Capital Grant Funded
0,2023-24,Caerphilly,First Choice Housing Association,Non-Capital Grant Funded
0,2023-24,Caerphilly,Linc Cymru,Total
0,2023-24,Caerphilly,Linc Cymru,Capital Grant Funded
0,2023-24,Caerphilly,Linc Cymru,Non-Capital Grant Funded
32,2023-24,Caerphilly,United Welsh Housing Association,Total
27,2023-24,Caerphilly,United Welsh Housing Association,Capital Grant Funded
5,2023-24,Caerphilly,United Welsh Housing Association,Non-Capital Grant Funded
8,2023-24,Caerphilly,Wales and West Housing,Total
0,2023-24,Caerphilly,Wales and West Housing,Capital Grant Funded
8,2023-24,Caerphilly,Wales and West Housing,Non-Capital Grant Funded
108,2023-24,Caerphilly,Pobl Group,Total
92,2023-24,Caerphilly,Pobl Group,Capital Grant Funded
16,2023-24,Caerphilly,Pobl Group,Non-Capital Grant Funded
0,2023-24,Blaenau Gwent,Blaenau Gwent,Total
0,2023-24,Blaenau Gwent,Blaenau Gwent,Capital Grant Funded
0,2023-24,Blaenau Gwent,Blaenau Gwent,Non-Capital Grant Funded
26,2023-24,Blaenau Gwent,Registered Social Landlords,Total
20,2023-24,Blaenau Gwent,Registered Social Landlords,Capital Grant Funded
6,2023-24,Blaenau Gwent,Registered Social Landlords,Non-Capital Grant Funded
0,2023-24,Blaenau Gwent,Aelwyd Housing Association,Total
0,2023-24,Blaenau Gwent,Aelwyd Housing Association,Capital Grant Funded
0,2023-24,Blaenau Gwent,Aelwyd Housing Association,Non-Capital Grant Funded
0,2023-24,Blaenau Gwent,First Choice Housing Association,Total
0,2023-24,Blaenau Gwent,First Choice Housing Association,Capital Grant Funded
0,2023-24,Blaenau Gwent,First Choice Housing Association,Non-Capital Grant Funded
0,2023-24,Blaenau Gwent,Linc Cymru,Total
0,2023-24,Blaenau Gwent,Linc Cymru,Capital Grant Funded
0,2023-24,Blaenau Gwent,Linc Cymru,Non-Capital Grant Funded
25,2023-24,Blaenau Gwent,United Welsh Housing Association,Total
19,2023-24,Blaenau Gwent,United Welsh Housing Association,Capital Grant Funded
6,2023-24,Blaenau Gwent,United Welsh Housing Association,Non-Capital Grant Funded
1,2023-24,Blaenau Gwent,Melin Homes,Total
1,2023-24,Blaenau Gwent,Melin Homes,Capital Grant Funded
0,2023-24,Blaenau Gwent,Melin Homes,Non-Capital Grant Funded
0,2023-24,Blaenau Gwent,Tai Calon Community Housing,Total
0,2023-24,Blaenau Gwent,Tai Calon Community Housing,Capital Grant Funded
0,2023-24,Blaenau Gwent,Tai Calon Community Housing,Non-Capital Grant Funded
0,2023-24,Torfaen,Torfaen,Total
0,2023-24,Torfaen,Torfaen,Capital Grant Funded
0,2023-24,Torfaen,Torfaen,Non-Capital Grant Funded
62,2023-24,Torfaen,Registered Social Landlords,Total
36,2023-24,Torfaen,Registered Social Landlords,Capital Grant Funded
26,2023-24,Torfaen,Registered Social Landlords,Non-Capital Grant Funded
0,2023-24,Torfaen,Aelwyd Housing Association,Total
0,2023-24,Torfaen,Aelwyd Housing Association,Capital Grant Funded
0,2023-24,Torfaen,Aelwyd Housing Association,Non-Capital Grant Funded
0,2023-24,Torfaen,First Choice Housing Association,Total
0,2023-24,Torfaen,First Choice Housing Association,Capital Grant Funded
0,2023-24,Torfaen,First Choice Housing Association,Non-Capital Grant Funded
0,2023-24,Torfaen,Linc Cymru,Total
0,2023-24,Torfaen,Linc Cymru,Capital Grant Funded
0,2023-24,Torfaen,Linc Cymru,Non-Capital Grant Funded
0,2023-24,Torfaen,United Welsh Housing Association,Total
